user time , idle time ,interrupt_time,battery percentage ,power plugged ,time left ,total memory ,available memory ,percentage usage 
8557.328125,734015.2343749999,273.484375,46,False,1193046:28:15,16806064128,6292230144,62.6
8557.390625,734023.1874999999,273.484375,46,False,1193046:28:15,16806064128,6311751680,62.4
8557.515625,734030.7343749999,273.484375,46,False,1193046:28:15,16806064128,6291755008,62.6
8557.578125,734038.5937499999,273.484375,46,False,1193046:28:15,16806064128,6292508672,62.6
8558.0,734046.1562499999,273.5,46,False,1193046:28:15,16806064128,6273626112,62.7
8558.078125,734053.8437499999,273.5,46,False,1193046:28:15,16806064128,6275190784,62.7
8558.203125,734061.7343749999,273.5,46,False,1193046:28:15,16806064128,6270705664,62.7
8558.46875,734069.2499999999,273.515625,46,False,1193046:28:15,16806064128,6274387968,62.7
